trip_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_zone,dropoff_zone,fare_amount,tip_amount,total_amount,payment_type,driver_id
614,03-01-2022,03-01-2022,4,13.18,Bronx,Staten Island,35.13,7.42,42.55,Cash,138
615,03-01-2022,03-01-2022,2,2.37,Manhattan,Staten Island,8.27,2.45,10.72,Cash,141
616,03-01-2022,03-01-2022,2,10.94,Brooklyn,Manhattan,32.42,8.74,41.16,Credit Card,147
617,03-01-2022,03-01-2022,2,1.97,Queens,Staten Island,5.7,1.13,6.83,Cash,127
618,03-01-2022,03-01-2022,2,9.54,Bronx,Queens,32.62,8.92,41.54,Cash,183
619,03-01-2022,03-01-2022,1,5.66,Bronx,Bronx,17.15,1.36,18.51,Credit Card,105
620,03-01-2022,03-01-2022,2,11.94,Brooklyn,Manhattan,38.27,6.26,44.53,Cash,158
621,03-01-2022,03-01-2022,1,3.89,Brooklyn,Bronx,13.02,2.05,15.07,Credit Card,189
622,03-01-2022,03-01-2022,2,9.77,Bronx,Manhattan,26.73,3.58,30.31,Cash,169
623,03-01-2022,03-01-2022,3,3.92,Brooklyn,Queens,10.46,0.52,10.98,Cash,138
624,03-01-2022,03-01-2022,4,10.85,Bronx,Staten Island,27.87,7.6,35.47,Credit Card,156
625,03-01-2022,03-01-2022,2,13.17,Brooklyn,Manhattan,44.74,10.94,55.68,Credit Card,153
626,03-01-2022,03-01-2022,3,2.34,Brooklyn,Manhattan,6.32,1.35,7.67,Cash,159
627,03-01-2022,03-01-2022,2,13.07,Bronx,Manhattan,36.7,3.02,39.72,Cash,189
628,03-01-2022,03-01-2022,2,9.11,Staten Island,Queens,25.38,3.67,29.05,Credit Card,116
629,03-01-2022,03-01-2022,2,2.34,Bronx,Bronx,6.56,1.84,8.4,Credit Card,139
630,03-01-2022,03-01-2022,3,6.7,Manhattan,Queens,21.23,4.34,25.57,Cash,165
631,03-01-2022,03-01-2022,4,2.83,Brooklyn,Manhattan,9.78,1.96,11.74,Cash,184
632,03-01-2022,03-01-2022,3,10.66,Queens,Manhattan,30.16,8.39,38.55,Cash,153
633,03-01-2022,03-01-2022,4,11.5,Brooklyn,Staten Island,33.44,6.35,39.79,Credit Card,170
634,03-01-2022,03-01-2022,2,2.03,Manhattan,Queens,6.64,1.32,7.96,Cash,143
635,03-01-2022,03-01-2022,1,7.84,Queens,Queens,22.99,3.14,26.13,Credit Card,183
636,03-01-2022,03-01-2022,2,12.31,Queens,Brooklyn,42.17,6.02,48.19,Cash,166
637,03-01-2022,03-01-2022,4,14.07,Bronx,Bronx,42.26,9.36,51.62,Credit Card,156
638,03-01-2022,03-01-2022,3,7.95,Staten Island,Brooklyn,22.64,2.95,25.59,Cash,135
639,03-01-2022,03-01-2022,2,14.28,Bronx,Brooklyn,49.57,9.41,58.98,Credit Card,156
640,03-01-2022,03-01-2022,3,8.27,Queens,Bronx,24.2,2.9,27.1,Credit Card,142
641,03-01-2022,03-01-2022,3,6.22,Queens,Staten Island,16.99,1.56,18.55,Cash,143
642,03-01-2022,03-01-2022,3,12.8,Staten Island,Staten Island,34.27,5.61,39.88,Credit Card,161
643,03-01-2022,03-01-2022,2,7.65,Brooklyn,Bronx,26.74,2.79,29.53,Credit Card,182
644,03-01-2022,03-01-2022,3,7.34,Staten Island,Bronx,23.88,6.56,30.44,Credit Card,160
645,03-01-2022,03-01-2022,3,7.61,Bronx,Queens,22.13,2.79,24.92,Cash,193
646,03-01-2022,03-01-2022,2,12.78,Brooklyn,Queens,42.51,8.47,50.98,Cash,110
647,03-01-2022,03-01-2022,3,12.56,Bronx,Queens,38.27,4.43,42.7,Cash,176
648,03-01-2022,03-01-2022,2,6.35,Staten Island,Queens,17.89,2.05,19.94,Cash,132
649,03-01-2022,03-01-2022,4,5.33,Brooklyn,Manhattan,17.29,2.38,19.67,Credit Card,165
650,03-01-2022,03-01-2022,4,7.63,Staten Island,Manhattan,24.77,6.91,31.68,Credit Card,122
651,03-01-2022,03-01-2022,4,8.81,Manhattan,Staten Island,26.43,3.91,30.34,Cash,148
652,03-01-2022,03-01-2022,3,3.96,Queens,Manhattan,10.08,2.57,12.65,Credit Card,119
653,03-01-2022,03-01-2022,1,12.01,Brooklyn,Manhattan,30.95,3.07,34.02,Credit Card,193
654,03-01-2022,03-01-2022,1,7.55,Queens,Queens,24.83,1.54,26.37,Cash,114
655,03-01-2022,03-01-2022,3,5.34,Manhattan,Queens,17.75,4.36,22.11,Cash,165
656,03-01-2022,03-01-2022,1,2.05,Brooklyn,Bronx,6.52,1.21,7.73,Credit Card,129
657,03-01-2022,03-01-2022,2,3.96,Queens,Queens,13.22,2.33,15.55,Cash,188
658,03-01-2022,03-01-2022,1,14.26,Queens,Bronx,45.91,5.42,51.33,Credit Card,103
659,03-01-2022,03-01-2022,3,4.92,Brooklyn,Bronx,16.71,1.14,17.85,Credit Card,163
660,03-01-2022,03-01-2022,3,2.95,Queens,Manhattan,7.82,1.33,9.15,Cash,164
661,03-01-2022,03-01-2022,2,7.18,Queens,Queens,20.73,5.53,26.26,Cash,107
662,03-01-2022,03-01-2022,4,4.95,Brooklyn,Manhattan,14.67,1.17,15.84,Credit Card,151
663,03-01-2022,03-01-2022,3,1.01,Queens,Queens,2.83,0.8,3.63,Cash,113
664,03-01-2022,03-01-2022,2,5.19,Queens,Manhattan,16.74,1.99,18.73,Credit Card,157
665,03-01-2022,03-01-2022,1,8.39,Bronx,Manhattan,28.63,5.24,33.87,Credit Card,110
666,03-01-2022,03-01-2022,1,8.5,Bronx,Manhattan,24.76,1.65,26.41,Cash,158
667,03-01-2022,03-01-2022,2,5.67,Manhattan,Staten Island,19.51,3.05,22.56,Cash,123
668,03-01-2022,03-01-2022,2,6.99,Bronx,Manhattan,21.09,1.72,22.81,Cash,187
669,03-01-2022,03-01-2022,3,14.5,Bronx,Brooklyn,43.83,2.72,46.55,Cash,131
670,03-01-2022,03-01-2022,1,5.97,Manhattan,Brooklyn,18.51,5.4,23.91,Credit Card,188
671,03-01-2022,03-01-2022,2,4.24,Queens,Brooklyn,11.74,2.73,14.47,Cash,145
672,03-01-2022,03-01-2022,1,4.03,Queens,Bronx,11.62,2.67,14.29,Cash,127
673,03-01-2022,03-01-2022,2,7.14,Bronx,Manhattan,21.8,1.58,23.38,Cash,115
674,03-01-2022,03-01-2022,1,11.51,Manhattan,Brooklyn,39.62,11.19,50.81,Credit Card,141
675,03-01-2022,03-01-2022,4,3.49,Queens,Bronx,10.97,1.84,12.81,Cash,115
676,03-01-2022,03-01-2022,3,10.78,Staten Island,Brooklyn,30.54,8.03,38.57,Cash,199
677,03-01-2022,03-01-2022,1,0.81,Brooklyn,Queens,2.03,0.11,2.14,Cash,111
678,03-01-2022,03-01-2022,4,6.57,Brooklyn,Staten Island,22.87,2.85,25.72,Cash,175
679,03-01-2022,03-01-2022,1,11.75,Brooklyn,Manhattan,35.17,10.52,45.69,Cash,161
680,03-01-2022,03-01-2022,1,5.41,Bronx,Staten Island,18.6,2.92,21.52,Credit Card,133
681,03-01-2022,03-01-2022,4,8.67,Brooklyn,Staten Island,26.44,7.19,33.63,Credit Card,137
682,03-01-2022,03-01-2022,1,3.47,Brooklyn,Queens,10.78,1.42,12.2,Credit Card,183
683,03-01-2022,03-01-2022,1,11.26,Staten Island,Queens,36.17,6.56,42.73,Cash,146
684,03-01-2022,03-01-2022,3,1.26,Queens,Queens,3.55,0.94,4.49,Cash,178
685,03-01-2022,03-01-2022,4,12.86,Staten Island,Bronx,41.14,8.29,49.43,Credit Card,121
686,03-01-2022,03-01-2022,4,3.37,Bronx,Brooklyn,10.2,2.36,12.56,Cash,179
687,03-01-2022,03-01-2022,2,13.18,Brooklyn,Manhattan,41.81,4.48,46.29,Credit Card,187
688,03-01-2022,03-01-2022,1,5.61,Queens,Queens,18.71,1.66,20.37,Cash,102
689,03-01-2022,03-01-2022,3,10.98,Brooklyn,Manhattan,29.47,3.17,32.64,Credit Card,100
690,03-01-2022,03-01-2022,1,5.13,Brooklyn,Manhattan,15.97,2.77,18.74,Credit Card,152
691,03-01-2022,03-01-2022,1,13.64,Bronx,Manhattan,34.81,8.71,43.52,Cash,163
692,03-01-2022,03-01-2022,2,2.34,Brooklyn,Queens,6.09,0.84,6.93,Cash,143
693,03-01-2022,03-01-2022,1,3.09,Manhattan,Queens,9.81,1.88,11.69,Cash,146
694,03-01-2022,03-01-2022,3,7.65,Queens,Brooklyn,19.67,4.94,24.61,Cash,137
695,03-01-2022,03-01-2022,3,1.69,Queens,Queens,5.23,0.57,5.8,Cash,162
696,03-01-2022,03-01-2022,2,3.34,Manhattan,Queens,9.08,2.46,11.54,Credit Card,180
697,03-01-2022,03-01-2022,1,14.18,Bronx,Manhattan,39.76,11.46,51.22,Cash,140
698,03-01-2022,03-01-2022,3,14.66,Brooklyn,Brooklyn,38.55,2.3,40.85,Credit Card,120
699,03-01-2022,03-01-2022,1,5.96,Brooklyn,Staten Island,16.38,1.06,17.44,Cash,144
700,03-01-2022,03-01-2022,1,13.89,Queens,Queens,46.13,3.36,49.49,Credit Card,112
701,03-01-2022,03-01-2022,1,8.4,Bronx,Queens,26.37,6.44,32.81,Credit Card,165
702,03-01-2022,03-01-2022,2,4.41,Bronx,Staten Island,15.21,1.48,16.69,Credit Card,165
703,03-01-2022,03-01-2022,1,10.68,Bronx,Manhattan,27.22,6.3,33.52,Cash,142
704,03-01-2022,03-01-2022,3,10.05,Brooklyn,Brooklyn,33.09,5.3,38.39,Credit Card,161
705,03-01-2022,03-01-2022,1,14.84,Bronx,Manhattan,47.47,12.3,59.77,Cash,188
706,03-01-2022,03-01-2022,3,4.34,Manhattan,Bronx,11.98,3.02,15,Credit Card,191
707,03-01-2022,03-01-2022,1,10.24,Staten Island,Queens,33.07,9.59,42.66,Cash,147
708,03-01-2022,03-01-2022,3,1.25,Bronx,Bronx,4.02,0.45,4.47,Credit Card,125
709,03-01-2022,03-01-2022,3,2.15,Staten Island,Queens,6.36,0.68,7.04,Cash,198
710,03-01-2022,03-01-2022,1,0.56,Brooklyn,Bronx,1.79,0.1,1.89,Cash,191
711,03-01-2022,03-01-2022,1,14.99,Bronx,Staten Island,44.14,6.74,50.88,Credit Card,160
712,03-01-2022,03-01-2022,3,12.13,Queens,Queens,34.4,5.67,40.07,Credit Card,161
713,03-01-2022,03-01-2022,4,11.91,Brooklyn,Queens,35.33,10.29,45.62,Cash,196
714,03-01-2022,03-01-2022,2,7.89,Manhattan,Bronx,26.79,6.9,33.69,Credit Card,181
715,03-01-2022,03-01-2022,4,4.85,Manhattan,Brooklyn,13.99,1.28,15.27,Cash,113
716,03-01-2022,03-01-2022,4,2.69,Staten Island,Bronx,7.81,1.95,9.76,Cash,153
717,03-01-2022,03-01-2022,1,4.63,Staten Island,Queens,14.39,1.36,15.75,Credit Card,140
718,03-01-2022,03-01-2022,2,5.95,Queens,Queens,19.36,1.34,20.7,Cash,159
719,03-01-2022,03-01-2022,4,11.47,Queens,Brooklyn,37.1,9.62,46.72,Credit Card,108
720,03-01-2022,03-01-2022,1,8.33,Manhattan,Manhattan,20.99,6.17,27.16,Cash,143
721,03-01-2022,03-01-2022,4,1.62,Bronx,Brooklyn,5.16,0.37,5.53,Cash,155
722,03-01-2022,03-01-2022,4,0.76,Manhattan,Manhattan,2.24,0.57,2.81,Cash,193
723,03-01-2022,03-01-2022,1,1.98,Manhattan,Queens,5.99,1.59,7.58,Cash,102
724,03-01-2022,03-01-2022,1,6.45,Queens,Staten Island,19.75,1.57,21.32,Credit Card,197
725,03-01-2022,03-01-2022,1,14.03,Staten Island,Staten Island,45.34,5.48,50.82,Cash,196
726,03-01-2022,03-01-2022,2,9.74,Queens,Bronx,32.45,7.57,40.02,Credit Card,190
727,03-01-2022,03-01-2022,4,12.13,Queens,Brooklyn,38.16,9.61,47.77,Cash,158
728,03-01-2022,03-01-2022,1,7.26,Queens,Brooklyn,22.24,3.08,25.32,Cash,172
729,03-01-2022,03-01-2022,3,5.74,Manhattan,Staten Island,16.5,1.48,17.98,Credit Card,112
730,03-01-2022,03-01-2022,4,2.07,Bronx,Manhattan,5.46,1.16,6.62,Cash,129
731,03-01-2022,03-01-2022,3,13.2,Manhattan,Brooklyn,45.65,10.29,55.94,Cash,152
732,03-01-2022,03-01-2022,2,11.86,Brooklyn,Manhattan,35.13,6.18,41.31,Credit Card,179
733,03-01-2022,03-01-2022,1,2.94,Queens,Manhattan,9.01,0.78,9.79,Cash,150
734,03-01-2022,03-01-2022,3,7.93,Queens,Manhattan,25.78,6.73,32.51,Cash,141
735,03-01-2022,03-01-2022,2,7.57,Brooklyn,Manhattan,19.44,4.11,23.55,Cash,125
736,03-01-2022,03-01-2022,1,9.56,Queens,Bronx,32.07,8.57,40.64,Credit Card,158
737,03-01-2022,03-01-2022,3,14.22,Queens,Bronx,46.88,13.28,60.16,Credit Card,168
738,03-01-2022,03-01-2022,3,8.91,Queens,Staten Island,29.18,7.34,36.52,Credit Card,190
739,03-01-2022,03-01-2022,2,8.33,Brooklyn,Bronx,21.01,6.09,27.1,Credit Card,178
740,03-01-2022,03-01-2022,1,1.23,Manhattan,Brooklyn,3.72,1.07,4.79,Credit Card,191
741,03-01-2022,03-01-2022,1,1.41,Queens,Bronx,3.6,0.74,4.34,Credit Card,102
742,03-01-2022,03-01-2022,3,3.22,Bronx,Brooklyn,9.82,2.28,12.1,Credit Card,140
743,03-01-2022,03-01-2022,3,0.97,Brooklyn,Brooklyn,3.12,0.7,3.82,Credit Card,100
744,03-01-2022,03-01-2022,3,11.28,Staten Island,Manhattan,29.57,6.07,35.64,Cash,164
745,03-01-2022,03-01-2022,1,10.99,Brooklyn,Staten Island,35.11,1.93,37.04,Credit Card,169
746,03-01-2022,03-01-2022,2,2.47,Manhattan,Manhattan,7.29,1.01,8.3,Cash,174
747,03-01-2022,03-01-2022,2,12.62,Brooklyn,Manhattan,41.79,3.14,44.93,Cash,149
748,03-01-2022,03-01-2022,1,2.74,Staten Island,Bronx,8.31,1.04,9.35,Cash,179
749,03-01-2022,03-01-2022,4,4.87,Bronx,Bronx,13.81,0.93,14.74,Cash,196
750,03-01-2022,03-01-2022,2,4.11,Staten Island,Brooklyn,11.64,3.26,14.9,Cash,187
751,03-01-2022,03-01-2022,3,5.9,Brooklyn,Bronx,20.05,3.26,23.31,Credit Card,158
752,03-01-2022,03-01-2022,4,4.19,Staten Island,Bronx,12.37,1.2,13.57,Credit Card,195
753,03-01-2022,03-01-2022,4,7.59,Brooklyn,Queens,22.05,4.33,26.38,Cash,173
754,03-01-2022,03-01-2022,2,6.41,Bronx,Brooklyn,16.28,1.61,17.89,Credit Card,162
755,03-01-2022,03-01-2022,4,14.81,Bronx,Brooklyn,42.42,10.65,53.07,Credit Card,124
756,03-01-2022,03-01-2022,4,1.31,Manhattan,Queens,4.39,0.56,4.95,Credit Card,109
757,03-01-2022,03-01-2022,2,2.56,Bronx,Brooklyn,8.35,1.07,9.42,Credit Card,176
758,03-01-2022,03-01-2022,2,1.27,Queens,Staten Island,3.46,0.93,4.39,Credit Card,100
759,03-01-2022,03-01-2022,4,9.57,Staten Island,Staten Island,27.88,5.29,33.17,Cash,198
760,03-01-2022,03-01-2022,3,1.29,Staten Island,Queens,3.48,0.95,4.43,Cash,113
761,03-01-2022,03-01-2022,1,12.63,Brooklyn,Bronx,43.63,6.69,50.32,Cash,120
762,03-01-2022,03-01-2022,4,7.92,Bronx,Staten Island,24.54,3.34,27.88,Cash,157
763,03-01-2022,03-01-2022,4,8.14,Manhattan,Queens,26.49,4.68,31.17,Cash,137
764,03-01-2022,03-01-2022,3,8.64,Manhattan,Staten Island,27.77,1.82,29.59,Credit Card,100
765,03-01-2022,03-01-2022,4,2.98,Manhattan,Manhattan,10.05,0.89,10.94,Credit Card,183
766,03-01-2022,03-01-2022,4,3.37,Queens,Queens,11.62,1.22,12.84,Cash,104
767,03-01-2022,03-01-2022,1,5.12,Bronx,Brooklyn,12.97,3.3,16.27,Cash,143
768,03-01-2022,03-01-2022,1,9.11,Manhattan,Staten Island,31.66,7.39,39.05,Credit Card,195
769,03-01-2022,03-01-2022,1,3.55,Queens,Brooklyn,11.97,1.18,13.15,Credit Card,164
770,03-01-2022,03-01-2022,2,2.19,Staten Island,Queens,6.31,0.75,7.06,Cash,156
771,03-01-2022,03-01-2022,2,14.57,Brooklyn,Staten Island,48.62,13.91,62.53,Cash,144
772,03-01-2022,03-01-2022,1,0.82,Bronx,Brooklyn,2.65,0.19,2.84,Credit Card,159
773,03-01-2022,03-01-2022,1,12.14,Bronx,Bronx,39.98,7.47,47.45,Credit Card,165
774,03-01-2022,03-01-2022,2,11.93,Staten Island,Bronx,32.46,5.86,38.32,Cash,194
775,03-01-2022,03-01-2022,3,4.81,Bronx,Manhattan,15.14,3.5,18.64,Credit Card,146
776,03-01-2022,03-01-2022,4,2.47,Bronx,Queens,6.24,0.72,6.96,Credit Card,125
777,03-01-2022,03-01-2022,4,2.61,Bronx,Brooklyn,8.74,2.48,11.22,Cash,108
778,03-01-2022,03-01-2022,1,10.61,Bronx,Manhattan,36.62,5.59,42.21,Credit Card,150
779,03-01-2022,03-01-2022,3,9.82,Queens,Queens,31.05,3.77,34.82,Cash,193
780,03-01-2022,03-01-2022,2,11.85,Queens,Bronx,35.7,4.79,40.49,Credit Card,107
781,03-01-2022,03-01-2022,1,14.09,Brooklyn,Brooklyn,45.45,6.23,51.68,Cash,104
782,03-01-2022,03-01-2022,3,10.53,Bronx,Staten Island,29.76,2.97,32.73,Credit Card,138
783,03-01-2022,03-01-2022,3,2.76,Staten Island,Bronx,8.63,2.43,11.06,Credit Card,167
784,03-01-2022,03-01-2022,3,4.03,Manhattan,Staten Island,12.97,1.22,14.19,Cash,139
785,03-01-2022,03-01-2022,2,12.71,Brooklyn,Staten Island,33.59,9.09,42.68,Cash,135
786,03-01-2022,03-01-2022,2,3.53,Manhattan,Brooklyn,9.32,1.41,10.73,Credit Card,120
787,03-01-2022,03-01-2022,4,1.55,Manhattan,Brooklyn,4.99,0.59,5.58,Cash,196
788,03-01-2022,03-01-2022,4,10.7,Bronx,Staten Island,31.37,3.13,34.5,Cash,125
789,03-01-2022,03-01-2022,3,6.34,Staten Island,Manhattan,21.49,3.78,25.27,Credit Card,174
790,03-01-2022,03-01-2022,3,13.84,Manhattan,Staten Island,38.92,8.46,47.38,Credit Card,184
791,03-01-2022,03-01-2022,2,9.93,Manhattan,Staten Island,25.25,6.93,32.18,Credit Card,185
792,03-01-2022,03-01-2022,4,1.81,Brooklyn,Brooklyn,5.7,1.21,6.91,Cash,155
793,03-01-2022,03-01-2022,3,14.24,Staten Island,Queens,45.34,7.75,53.09,Credit Card,156
794,03-01-2022,03-01-2022,4,4.25,Staten Island,Bronx,12.98,0.76,13.74,Credit Card,158
795,03-01-2022,03-01-2022,4,5.39,Manhattan,Brooklyn,17.16,4.79,21.95,Cash,106
796,03-01-2022,03-01-2022,3,6.33,Staten Island,Manhattan,19.14,5.27,24.41,Cash,141
797,03-01-2022,03-01-2022,2,1.24,Brooklyn,Bronx,3.96,0.57,4.53,Cash,112
798,03-01-2022,03-01-2022,3,7.7,Brooklyn,Brooklyn,19.59,1.12,20.71,Credit Card,183
799,03-01-2022,03-01-2022,3,2.29,Brooklyn,Brooklyn,6.57,1.53,8.1,Cash,178
800,03-01-2022,03-01-2022,4,6.31,Bronx,Queens,17.11,4.24,21.35,Credit Card,133
801,03-01-2022,03-01-2022,3,5.59,Manhattan,Manhattan,14.53,2.7,17.23,Credit Card,199
802,03-01-2022,03-01-2022,2,11.71,Staten Island,Manhattan,32.02,4.83,36.85,Credit Card,152
803,03-01-2022,03-01-2022,3,12.15,Brooklyn,Brooklyn,32.7,8.59,41.29,Credit Card,145
804,03-01-2022,03-01-2022,2,2.72,Manhattan,Queens,9.45,0.93,10.38,Cash,156
805,03-01-2022,03-01-2022,2,5.81,Manhattan,Brooklyn,16.19,2.59,18.78,Cash,160
806,03-01-2022,03-01-2022,4,5.91,Bronx,Staten Island,16.14,0.91,17.05,Cash,188
807,03-01-2022,03-01-2022,1,2.7,Staten Island,Staten Island,9,0.82,9.82,Cash,155
808,03-01-2022,03-01-2022,1,12.08,Staten Island,Queens,35.26,10.06,45.32,Credit Card,128
809,03-01-2022,03-01-2022,4,10.75,Brooklyn,Brooklyn,31.41,6.11,37.52,Cash,191
810,03-01-2022,03-01-2022,3,3.26,Brooklyn,Queens,9.6,2.41,12.01,Credit Card,113
811,03-01-2022,03-01-2022,4,5.82,Manhattan,Brooklyn,16.97,2.91,19.88,Cash,167
812,03-01-2022,03-01-2022,2,2.03,Staten Island,Brooklyn,5.74,1.48,7.22,Cash,170
813,03-01-2022,03-01-2022,1,9.61,Staten Island,Staten Island,26.78,4.95,31.73,Credit Card,112
814,03-01-2022,03-01-2022,4,2.26,Brooklyn,Bronx,7.64,0.39,8.03,Credit Card,116
815,03-01-2022,03-01-2022,3,14.8,Queens,Manhattan,39.39,10.83,50.22,Credit Card,128
816,03-01-2022,03-01-2022,4,11.82,Manhattan,Manhattan,31.69,2.76,34.45,Cash,180
817,03-01-2022,03-01-2022,1,6.16,Staten Island,Queens,18.92,3.08,22,Credit Card,199
818,03-01-2022,03-01-2022,4,8.89,Bronx,Manhattan,25.28,4.28,29.56,Cash,182
819,03-01-2022,03-01-2022,4,13.71,Bronx,Staten Island,40.05,2.48,42.53,Credit Card,189
820,03-01-2022,03-01-2022,1,8.53,Queens,Bronx,28.2,1.78,29.98,Cash,172
821,03-01-2022,03-01-2022,2,3.03,Brooklyn,Brooklyn,10.31,2.48,12.79,Credit Card,101
822,03-01-2022,03-01-2022,2,5.99,Brooklyn,Brooklyn,19.71,2.47,22.18,Credit Card,161
823,03-01-2022,03-01-2022,1,12.73,Brooklyn,Staten Island,34.82,5.31,40.13,Credit Card,119
824,03-01-2022,03-01-2022,4,9.84,Bronx,Manhattan,34.24,6.54,40.78,Credit Card,186
825,03-01-2022,03-01-2022,1,9.94,Brooklyn,Brooklyn,28.46,4.08,32.54,Cash,181
826,03-01-2022,03-01-2022,2,13.07,Bronx,Manhattan,34.88,8.5,43.38,Cash,155
827,03-01-2022,03-01-2022,3,13.46,Queens,Staten Island,40.37,10.94,51.31,Cash,189
828,03-01-2022,03-01-2022,4,13.84,Manhattan,Brooklyn,44.64,2.9,47.54,Cash,151
829,03-01-2022,03-01-2022,2,1.88,Staten Island,Queens,4.86,1.02,5.88,Credit Card,124
830,03-01-2022,03-01-2022,4,8.39,Queens,Bronx,26.3,3.4,29.7,Credit Card,161
831,03-01-2022,03-01-2022,1,11.24,Bronx,Manhattan,37.74,7.39,45.13,Cash,116
832,03-01-2022,03-01-2022,3,11.48,Queens,Manhattan,31.71,5.42,37.13,Cash,138
833,03-01-2022,03-01-2022,1,9.3,Staten Island,Manhattan,29.7,3.96,33.66,Cash,109
834,03-01-2022,03-01-2022,3,2.92,Manhattan,Manhattan,8.47,0.62,9.09,Cash,158
835,03-01-2022,03-01-2022,4,12.06,Staten Island,Staten Island,35.14,6.67,41.81,Cash,124
836,03-01-2022,03-01-2022,4,10.94,Bronx,Staten Island,30.42,2.38,32.8,Credit Card,127
837,03-01-2022,03-01-2022,1,1.75,Staten Island,Staten Island,5.47,0.49,5.96,Credit Card,189
838,03-01-2022,03-01-2022,3,7.23,Queens,Staten Island,20.69,6.11,26.8,Cash,175
839,03-01-2022,03-01-2022,3,3.02,Brooklyn,Brooklyn,10.06,1.3,11.36,Cash,160
840,03-01-2022,03-01-2022,4,5.39,Queens,Staten Island,18.67,3.66,22.33,Credit Card,157
841,03-01-2022,03-01-2022,1,0.76,Bronx,Brooklyn,2.61,0.31,2.92,Cash,143
842,03-01-2022,03-01-2022,3,6.3,Manhattan,Queens,16.78,4.47,21.25,Cash,182
843,03-01-2022,03-01-2022,4,8.47,Staten Island,Staten Island,21.3,2.57,23.87,Credit Card,122
844,03-01-2022,03-01-2022,2,9.48,Manhattan,Queens,27.86,3.95,31.81,Credit Card,177
845,03-01-2022,03-01-2022,1,10.12,Bronx,Staten Island,32.68,6.6,39.28,Credit Card,116
846,03-01-2022,03-01-2022,2,12.63,Staten Island,Queens,43.92,11.75,55.67,Cash,178
847,03-01-2022,03-01-2022,1,3.62,Queens,Bronx,11.89,3.02,14.91,Cash,184
848,03-01-2022,03-01-2022,4,2.25,Queens,Queens,6.93,0.8,7.73,Credit Card,137
849,03-01-2022,03-01-2022,3,12.85,Bronx,Brooklyn,32.46,8.35,40.81,Cash,129
850,03-01-2022,03-01-2022,3,2.77,Staten Island,Manhattan,9.21,2.08,11.29,Cash,118
851,03-01-2022,03-01-2022,3,14.63,Queens,Queens,39.17,11.65,50.82,Cash,131
852,03-01-2022,03-01-2022,1,12.72,Bronx,Manhattan,32.51,9.23,41.74,Cash,192
853,03-01-2022,03-01-2022,4,7.76,Bronx,Bronx,26,4.77,30.77,Cash,185
854,03-01-2022,03-01-2022,2,14.73,Manhattan,Bronx,45.17,10.73,55.9,Credit Card,119
855,03-01-2022,03-01-2022,4,1.91,Queens,Brooklyn,5.02,0.97,5.99,Cash,163
856,03-01-2022,03-01-2022,2,4.89,Staten Island,Brooklyn,14.12,2.81,16.93,Credit Card,135
857,03-01-2022,04-01-2022,1,9.75,Queens,Queens,25.21,1.9,27.11,Credit Card,164
858,03-01-2022,04-01-2022,1,5.58,Queens,Staten Island,17.51,0.89,18.4,Cash,182
859,03-01-2022,04-01-2022,2,13.96,Queens,Bronx,38.84,2.41,41.25,Credit Card,142
860,03-01-2022,03-01-2022,2,1.45,Bronx,Manhattan,4.88,1.42,6.3,Credit Card,125
861,03-01-2022,04-01-2022,2,8.47,Brooklyn,Staten Island,24.21,1.97,26.18,Cash,106
862,03-01-2022,04-01-2022,4,9.07,Brooklyn,Bronx,27.16,1.66,28.82,Credit Card,133
863,03-01-2022,04-01-2022,2,9.96,Manhattan,Queens,25.53,3.25,28.78,Cash,135
864,03-01-2022,04-01-2022,1,4.21,Queens,Bronx,11.69,2.3,13.99,Cash,105
865,04-01-2022,04-01-2022,1,5.79,Brooklyn,Brooklyn,18.39,5.28,23.67,Credit Card,136
866,04-01-2022,04-01-2022,3,12.73,Manhattan,Manhattan,41.2,9.27,50.47,Cash,161
867,04-01-2022,04-01-2022,2,3.33,Bronx,Manhattan,9.13,1.09,10.22,Credit Card,185
868,04-01-2022,04-01-2022,4,12.49,Queens,Brooklyn,37.52,10.68,48.2,Credit Card,172
869,04-01-2022,04-01-2022,4,8.66,Staten Island,Staten Island,28.73,1.7,30.43,Cash,159
870,04-01-2022,04-01-2022,4,11.55,Bronx,Brooklyn,33.26,9.8,43.06,Cash,192
871,04-01-2022,04-01-2022,3,10.85,Manhattan,Manhattan,28.58,1.85,30.43,Cash,163
872,04-01-2022,04-01-2022,1,3.51,Bronx,Queens,10.29,2.45,12.74,Cash,149
873,04-01-2022,04-01-2022,4,8.75,Staten Island,Staten Island,27.13,1.66,28.79,Cash,151
874,04-01-2022,04-01-2022,1,13.08,Bronx,Bronx,32.8,9.28,42.08,Cash,116
875,04-01-2022,04-01-2022,3,6.77,Manhattan,Queens,19.28,1.49,20.77,Cash,159
876,04-01-2022,04-01-2022,2,14.52,Staten Island,Staten Island,45.12,2.83,47.95,Cash,176
877,04-01-2022,04-01-2022,2,7.06,Staten Island,Manhattan,24.37,6.64,31.01,Cash,180
878,04-01-2022,04-01-2022,2,2.57,Bronx,Manhattan,7.47,0.55,8.02,Cash,153
879,04-01-2022,04-01-2022,4,6.15,Staten Island,Queens,16.38,4.09,20.47,Credit Card,109
880,04-01-2022,04-01-2022,2,14.3,Bronx,Staten Island,43.39,10.27,53.66,Credit Card,124
